pn_id,part_number,slug,brand,equipment,confirmed_models,category,description,original_description_en,original_description_cn,model_evidence,verification,confidence,evidence_summary,source_files,page_h1,seo_title,meta_description,canonical_path,cta_text,rfq_path,import_status,last_verified_date
PN-001620,D2900-4-350-7,d2900-4-350-7,Sandvik / EIMCO,Underground LHD,ED10,Hydraulic,液压软管,,液压软管,EXPLICIT,VERIFIED,HIGH,"ED10 parts manual page 289, item 8",伊泰LS190-ED10配件手册.pdf,D2900-4-350-7 — 液压软管,D2900-4-350-7 液压软管 | ED10 Spare Part,Verified part number D2900-4-350-7: 液压软管 for ED10. Check equipment compatibility and submit an RFQ to qualified mining spare parts suppliers on KuangpeiYun,/part-number/d2900-4-350-7,Request Quote,/rfq/new?partNumber=D2900-4-350-7,PUBLISHED_READY,2026-09-18
PN-000664,A2U220-594394,a2u220-594394,Sandvik / EIMCO,Underground LHD,ED10,Steering/Brake,"阀, 4/3 D.C.V., 制动",,"阀, 4/3 D.C.V., 制动",EXPLICIT,VERIFIED,HIGH,"ED10 parts manual page 291, item 1",伊泰LS190-ED10配件手册.pdf,"A2U220-594394 — 阀, 4/3 D.C.V., 制动","A2U220-594394 阀, 4/3 D.C.V., 制动 | ED10 Spare Part","Verified part number A2U220-594394: 阀, 4/3 D.C.V., 制动 for ED10. Check equipment compatibility and submit an RFQ to qualified mining spare parts suppliers o",/part-number/a2u220-594394,Request Quote,/rfq/new?partNumber=A2U220-594394,PUBLISHED_READY,2026-09-18
PN-000653,A2U220-591353,a2u220-591353,Sandvik / EIMCO,Underground LHD,ED10,Hydraulic,底板，动力输出轴阀,,底板，动力输出轴阀,EXPLICIT,VERIFIED,HIGH,"ED10 parts manual page 291, item 2",伊泰LS190-ED10配件手册.pdf,A2U220-591353 — 底板，动力输出轴阀,A2U220-591353 底板，动力输出轴阀 | ED10 Spare Part,Verified part number A2U220-591353: 底板，动力输出轴阀 for ED10. Check equipment compatibility and submit an RFQ to qualified mining spare parts suppliers on Kuangp,/part-number/a2u220-591353,Request Quote,/rfq/new?partNumber=A2U220-591353,PUBLISHED_READY,2026-09-18
PN-000656,A2U220-591361,a2u220-591361,Sandvik / EIMCO,Underground LHD,ED10,Fastener,螺栓，工具包,,螺栓，工具包,EXPLICIT,VERIFIED,HIGH,"ED10 parts manual page 291, item 3",伊泰LS190-ED10配件手册.pdf,A2U220-591361 — 螺栓，工具包,A2U220-591361 螺栓，工具包 | ED10 Spare Part,Verified part number A2U220-591361: 螺栓，工具包 for ED10. Check equipment compatibility and submit an RFQ to qualified mining spare parts suppliers on KuangpeiY,/part-number/a2u220-591361,Request Quote,/rfq/new?partNumber=A2U220-591361,PUBLISHED_READY,2026-09-18
PN-001572,D25-1621,d25-1621,Sandvik / EIMCO,Underground LHD,ED10,Other,适配器,,适配器,EXPLICIT,VERIFIED,HIGH,"ED10 parts manual page 294, item 6",伊泰LS190-ED10配件手册.pdf,D25-1621 — 适配器,D25-1621 适配器 | ED10 Spare Part,Verified part number D25-1621: 适配器 for ED10. Check equipment compatibility and submit an RFQ to qualified mining spare parts suppliers on KuangpeiYun.,/part-number/d25-1621,Request Quote,/rfq/new?partNumber=D25-1621,PUBLISHED_READY,2026-09-18
PN-001512,D15 1621,d15-1621,Sandvik / EIMCO,Underground LHD,ED10,Hose/Fitting,接头,,接头,EXPLICIT,VERIFIED,HIGH,"ED10 parts manual page 294, item 8",伊泰LS190-ED10配件手册.pdf,D15 1621 — 接头,D15 1621 接头 | ED10 Spare Part,Verified part number D15 1621: 接头 for ED10. Check equipment compatibility and submit an RFQ to qualified mining spare parts suppliers on KuangpeiYun.,/part-number/d15-1621,Request Quote,/rfq/new?partNumber=D15 1621,PUBLISHED_READY,2026-09-18
PN-001607,D2900-16-80-21,d2900-16-80-21,Sandvik / EIMCO,Underground LHD,ED10,Hose/Fitting,软管安装,,软管安装,EXPLICIT,VERIFIED,HIGH,"ED10 parts manual page 294, item 13",伊泰LS190-ED10配件手册.pdf,D2900-16-80-21 — 软管安装,D2900-16-80-21 软管安装 | ED10 Spare Part,Verified part number D2900-16-80-21: 软管安装 for ED10. Check equipment compatibility and submit an RFQ to qualified mining spare parts suppliers on KuangpeiYu,/part-number/d2900-16-80-21,Request Quote,/rfq/new?partNumber=D2900-16-80-21,PUBLISHED_READY,2026-09-18
PN-001658,D37-0808,d37-0808,Sandvik / EIMCO,Underground LHD,ED10,Hose/Fitting,90度弯头,,90度弯头,EXPLICIT,VERIFIED,HIGH,"ED10 parts manual page 296, item 3",伊泰LS190-ED10配件手册.pdf,D37-0808 — 90度弯头,D37-0808 90度弯头 | ED10 Spare Part,Verified part number D37-0808: 90度弯头 for ED10. Check equipment compatibility and submit an RFQ to qualified mining spare parts suppliers on KuangpeiYun.,/part-number/d37-0808,Request Quote,/rfq/new?partNumber=D37-0808,PUBLISHED_READY,2026-09-18
PN-001668,D39-0808,d39-0808,Sandvik / EIMCO,Underground LHD,ED10,Hose/Fitting,45度弯头,,45度弯头,EXPLICIT,VERIFIED,HIGH,"ED10 parts manual page 296, item 4",伊泰LS190-ED10配件手册.pdf,D39-0808 — 45度弯头,D39-0808 45度弯头 | ED10 Spare Part,Verified part number D39-0808: 45度弯头 for ED10. Check equipment compatibility and submit an RFQ to qualified mining spare parts suppliers on KuangpeiYun.,/part-number/d39-0808,Request Quote,/rfq/new?partNumber=D39-0808,PUBLISHED_READY,2026-09-18
PN-001672,D4-1208,d4-1208,Sandvik / EIMCO,Underground LHD,ED10,Hose/Fitting,异径接头,,异径接头,EXPLICIT,VERIFIED,HIGH,"ED10 parts manual page 296, item 5",伊泰LS190-ED10配件手册.pdf,D4-1208 — 异径接头,D4-1208 异径接头 | ED10 Spare Part,Verified part number D4-1208: 异径接头 for ED10. Check equipment compatibility and submit an RFQ to qualified mining spare parts suppliers on KuangpeiYun.,/part-number/d4-1208,Request Quote,/rfq/new?partNumber=D4-1208,PUBLISHED_READY,2026-09-18
PN-000429,A2U130-591380,a2u130-591380,Sandvik / EIMCO,Underground LHD,ED10,Engine,托座，交流发动机安装,,托座，交流发动机安装,EXPLICIT,VERIFIED,HIGH,"ED10 parts manual page 300, item 1",伊泰LS190-ED10配件手册.pdf,A2U130-591380 — 托座，交流发动机安装,A2U130-591380 托座，交流发动机安装 | ED10 Spare Part,Verified part number A2U130-591380: 托座，交流发动机安装 for ED10. Check equipment compatibility and submit an RFQ to qualified mining spare parts suppliers on Kuang,/part-number/a2u130-591380,Request Quote,/rfq/new?partNumber=A2U130-591380,PUBLISHED_READY,2026-09-18
PN-000834,A2U900-711009,a2u900-711009,Sandvik / EIMCO,Underground LHD,ED10,Engine,交流发动机，MAE SIRA,交流发动机，MAE SIRA,,EXPLICIT,VERIFIED,HIGH,"ED10 parts manual page 300, item 2",伊泰LS190-ED10配件手册.pdf,A2U900-711009 — 交流发动机，MAE SIRA,A2U900-711009 交流发动机，MAE SIRA | ED10 Spare Part,Verified part number A2U900-711009: 交流发动机，MAE SIRA for ED10. Check equipment compatibility and submit an RFQ to qualified mining spare parts suppliers on K,/part-number/a2u900-711009,Request Quote,/rfq/new?partNumber=A2U900-711009,PUBLISHED_READY,2026-09-18
PN-000430,A2U130-591387,a2u130-591387,Sandvik / EIMCO,Underground LHD,ED10,Engine,防护罩，MAE交流发动机,,防护罩，MAE交流发动机,EXPLICIT,VERIFIED,HIGH,"ED10 parts manual page 300, item 3",伊泰LS190-ED10配件手册.pdf,A2U130-591387 — 防护罩，MAE交流发动机,A2U130-591387 防护罩，MAE交流发动机 | ED10 Spare Part,Verified part number A2U130-591387: 防护罩，MAE交流发动机 for ED10. Check equipment compatibility and submit an RFQ to qualified mining spare parts suppliers on Kua,/part-number/a2u130-591387,Request Quote,/rfq/new?partNumber=A2U130-591387,PUBLISHED_READY,2026-09-18
PN-000029,A2U913-522006,a2u913-522006,Sandvik / EIMCO,Underground LHD,ED10,Hose/Fitting,Centre Coupling,COUPLING CENTRE,连轴节中心,EXPLICIT,VERIFIED,HIGH,"ED10 parts manual page 300, item 7; SANDVIK LS 190-312 PARTS20260228.xlsx, Sheet1, row 66",SANDVIK LS 190-312 PARTS20260228.xlsx | 伊泰LS190-ED10配件手册.pdf,A2U913-522006 — Centre Coupling,A2U913-522006 Centre Coupling | ED10 Spare Part,Verified part number A2U913-522006: Centre Coupling for ED10. Check equipment compatibility and submit an RFQ to qualified mining spare parts suppliers on ,/part-number/a2u913-522006,Request Quote,/rfq/new?partNumber=A2U913-522006,PUBLISHED_READY,2026-09-18
PN-000774,A2U900-521030,a2u900-521030,Sandvik / EIMCO,Underground LHD,ED10,Engine,马达，交流发动机驱动,,马达，交流发动机驱动,EXPLICIT,VERIFIED,HIGH,"ED10 parts manual page 300, item 9",伊泰LS190-ED10配件手册.pdf,A2U900-521030 — 马达，交流发动机驱动,A2U900-521030 马达，交流发动机驱动 | ED10 Spare Part,Verified part number A2U900-521030: 马达，交流发动机驱动 for ED10. Check equipment compatibility and submit an RFQ to qualified mining spare parts suppliers on Kuang,/part-number/a2u900-521030,Request Quote,/rfq/new?partNumber=A2U900-521030,PUBLISHED_READY,2026-09-18
PN-000776,A2U900-522024,a2u900-522024,Sandvik / EIMCO,Underground LHD,ED10,Hydraulic,连轴节，一半，马达,,连轴节，一半，马达,EXPLICIT,VERIFIED,HIGH,"ED10 parts manual page 300, item 10",伊泰LS190-ED10配件手册.pdf,A2U900-522024 — 连轴节，一半，马达,A2U900-522024 连轴节，一半，马达 | ED10 Spare Part,Verified part number A2U900-522024: 连轴节，一半，马达 for ED10. Check equipment compatibility and submit an RFQ to qualified mining spare parts suppliers on Kuangp,/part-number/a2u900-522024,Request Quote,/rfq/new?partNumber=A2U900-522024,PUBLISHED_READY,2026-09-18
PN-001720,D53-1712,d53-1712,Sandvik / EIMCO,Underground LHD,ED10,Hose/Fitting,90度弯头,,90度弯头,EXPLICIT,VERIFIED,HIGH,"ED10 parts manual page 300, item 14",伊泰LS190-ED10配件手册.pdf,D53-1712 — 90度弯头,D53-1712 90度弯头 | ED10 Spare Part,Verified part number D53-1712: 90度弯头 for ED10. Check equipment compatibility and submit an RFQ to qualified mining spare parts suppliers on KuangpeiYun.,/part-number/d53-1712,Request Quote,/rfq/new?partNumber=D53-1712,PUBLISHED_READY,2026-09-18
PN-001708,D52-77,d52-77,Sandvik / EIMCO,Underground LHD,ED10,Hose/Fitting,接头,,接头,EXPLICIT,VERIFIED,HIGH,"ED10 parts manual page 300, item 15",伊泰LS190-ED10配件手册.pdf,D52-77 — 接头,D52-77 接头 | ED10 Spare Part,Verified part number D52-77: 接头 for ED10. Check equipment compatibility and submit an RFQ to qualified mining spare parts suppliers on KuangpeiYun.,/part-number/d52-77,Request Quote,/rfq/new?partNumber=D52-77,PUBLISHED_READY,2026-09-18
PN-000835,A2U900-713015,a2u900-713015,Sandvik / EIMCO,Underground LHD,ED10,Engine,连轴节，一半，MAE交流发动机,,连轴节，一半，MAE交流发动机,EXPLICIT,VERIFIED,HIGH,"ED10 parts manual page 300, item 16",伊泰LS190-ED10配件手册.pdf,A2U900-713015 — 连轴节，一半，MAE交流发动机,A2U900-713015 连轴节，一半，MAE交流发动机 | ED10 Spare Part,Verified part number A2U900-713015: 连轴节，一半，MAE交流发动机 for ED10. Check equipment compatibility and submit an RFQ to qualified mining spare parts suppliers on ,/part-number/a2u900-713015,Request Quote,/rfq/new?partNumber=A2U900-713015,PUBLISHED_READY,2026-09-18
PN-000916,AFP1012-1,afp1012-1,Sandvik / EIMCO,Underground LHD,ED10,Other,闸瓦托,,闸瓦托,EXPLICIT,VERIFIED,HIGH,"ED10 parts manual page 302, item 1",伊泰LS190-ED10配件手册.pdf,AFP1012-1 — 闸瓦托,AFP1012-1 闸瓦托 | ED10 Spare Part,Verified part number AFP1012-1: 闸瓦托 for ED10. Check equipment compatibility and submit an RFQ to qualified mining spare parts suppliers on KuangpeiYun.,/part-number/afp1012-1,Request Quote,/rfq/new?partNumber=AFP1012-1,PUBLISHED_READY,2026-09-18
PN-000084,100202,100202,Sandvik / EIMCO,Underground LHD,ED10,Electrical,空气压力表,,空气压力表,EXPLICIT,VERIFIED,HIGH,"ED10 parts manual page 302, item 2",伊泰LS190-ED10配件手册.pdf,100202 — 空气压力表,100202 空气压力表 | ED10 Spare Part,Verified part number 100202: 空气压力表 for ED10. Check equipment compatibility and submit an RFQ to qualified mining spare parts suppliers on KuangpeiYun.,/part-number/100202,Request Quote,/rfq/new?partNumber=100202,PUBLISHED_READY,2026-09-18
PN-000409,A2U130-472026,a2u130-472026,Sandvik / EIMCO,Underground LHD,ED10,Hydraulic,液压压力表,,液压压力表,EXPLICIT,VERIFIED,HIGH,"ED10 parts manual page 302, item 3",伊泰LS190-ED10配件手册.pdf,A2U130-472026 — 液压压力表,A2U130-472026 液压压力表 | ED10 Spare Part,Verified part number A2U130-472026: 液压压力表 for ED10. Check equipment compatibility and submit an RFQ to qualified mining spare parts suppliers on KuangpeiYu,/part-number/a2u130-472026,Request Quote,/rfq/new?partNumber=A2U130-472026,PUBLISHED_READY,2026-09-18
PN-000317,64119919,64119919,Sandvik / EIMCO,Underground LHD,ED10,Engine,发动机压力表,,发动机压力表,EXPLICIT,VERIFIED,HIGH,"ED10 parts manual page 302, item 5",伊泰LS190-ED10配件手册.pdf,64119919 — 发动机压力表,64119919 发动机压力表 | ED10 Spare Part,Verified part number 64119919: 发动机压力表 for ED10. Check equipment compatibility and submit an RFQ to qualified mining spare parts suppliers on KuangpeiYun.,/part-number/64119919,Request Quote,/rfq/new?partNumber=64119919,PUBLISHED_READY,2026-09-18
PN-001894,VGB6,vgb6,Sandvik / EIMCO,Underground LHD,ED10,Transmission/Driveline,变速箱温度表,,变速箱温度表,EXPLICIT,VERIFIED,HIGH,"ED10 parts manual page 302, item 6",伊泰LS190-ED10配件手册.pdf,VGB6 — 变速箱温度表,VGB6 变速箱温度表 | ED10 Spare Part,Verified part number VGB6: 变速箱温度表 for ED10. Check equipment compatibility and submit an RFQ to qualified mining spare parts suppliers on KuangpeiYun.,/part-number/vgb6,Request Quote,/rfq/new?partNumber=VGB6,PUBLISHED_READY,2026-09-18
PN-000316,64119126,64119126,Sandvik / EIMCO,Underground LHD,ED10,Transmission/Driveline,变速箱压力表,,变速箱压力表,EXPLICIT,VERIFIED,HIGH,"ED10 parts manual page 302, item 7",伊泰LS190-ED10配件手册.pdf,64119126 — 变速箱压力表,64119126 变速箱压力表 | ED10 Spare Part,Verified part number 64119126: 变速箱压力表 for ED10. Check equipment compatibility and submit an RFQ to qualified mining spare parts suppliers on KuangpeiYun.,/part-number/64119126,Request Quote,/rfq/new?partNumber=64119126,PUBLISHED_READY,2026-09-18
PN-000620,A2U220-471066,a2u220-471066,Sandvik / EIMCO,Underground LHD,ED10,Other,隔离装置，仪表盘,,隔离装置，仪表盘,EXPLICIT,VERIFIED,HIGH,"ED10 parts manual page 302, item 8",伊泰LS190-ED10配件手册.pdf,A2U220-471066 — 隔离装置，仪表盘,A2U220-471066 隔离装置，仪表盘 | ED10 Spare Part,Verified part number A2U220-471066: 隔离装置，仪表盘 for ED10. Check equipment compatibility and submit an RFQ to qualified mining spare parts suppliers on Kuangpe,/part-number/a2u220-471066,Request Quote,/rfq/new?partNumber=A2U220-471066,PUBLISHED_READY,2026-09-18
PN-000352,919-620002,919-620002,Sandvik / EIMCO,Underground LHD,ED10,Other,防震装置,,防震装置,EXPLICIT,VERIFIED,HIGH,"ED10 parts manual page 302, item 9",伊泰LS190-ED10配件手册.pdf,919-620002 — 防震装置,919-620002 防震装置 | ED10 Spare Part,Verified part number 919-620002: 防震装置 for ED10. Check equipment compatibility and submit an RFQ to qualified mining spare parts suppliers on KuangpeiYun.,/part-number/919-620002,Request Quote,/rfq/new?partNumber=919-620002,PUBLISHED_READY,2026-09-18
PN-000625,A2U220-491226,a2u220-491226,Sandvik / EIMCO,Underground LHD,ED10,Other,罩,,罩,EXPLICIT,VERIFIED,HIGH,"ED10 parts manual page 302, item 10",伊泰LS190-ED10配件手册.pdf,A2U220-491226 — 罩,A2U220-491226 罩 | ED10 Spare Part,Verified part number A2U220-491226: 罩 for ED10. Check equipment compatibility and submit an RFQ to qualified mining spare parts suppliers on KuangpeiYun.,/part-number/a2u220-491226,Request Quote,/rfq/new?partNumber=A2U220-491226,PUBLISHED_READY,2026-09-18
PN-001866,T5GG,t5gg,Sandvik / EIMCO,Underground LHD,ED10,Fastener,螺母,,螺母,EXPLICIT,VERIFIED,HIGH,"ED10 parts manual page 302, item 11",伊泰LS190-ED10配件手册.pdf,T5GG — 螺母,T5GG 螺母 | ED10 Spare Part,Verified part number T5GG: 螺母 for ED10. Check equipment compatibility and submit an RFQ to qualified mining spare parts suppliers on KuangpeiYun.,/part-number/t5gg,Request Quote,/rfq/new?partNumber=T5GG,PUBLISHED_READY,2026-09-18
PN-001867,T5YN,t5yn,Sandvik / EIMCO,Underground LHD,ED10,Fastener,圆头螺母,,圆头螺母,EXPLICIT,VERIFIED,HIGH,"ED10 parts manual page 302, item 12",伊泰LS190-ED10配件手册.pdf,T5YN — 圆头螺母,T5YN 圆头螺母 | ED10 Spare Part,Verified part number T5YN: 圆头螺母 for ED10. Check equipment compatibility and submit an RFQ to qualified mining spare parts suppliers on KuangpeiYun.,/part-number/t5yn,Request Quote,/rfq/new?partNumber=T5YN,PUBLISHED_READY,2026-09-18
PN-001902,W5GA,w5ga,Sandvik / EIMCO,Underground LHD,ED10,Fastener,平垫圈,,平垫圈,EXPLICIT,VERIFIED,HIGH,"ED10 parts manual page 302, item 13",伊泰LS190-ED10配件手册.pdf,W5GA — 平垫圈,W5GA 平垫圈 | ED10 Spare Part,Verified part number W5GA: 平垫圈 for ED10. Check equipment compatibility and submit an RFQ to qualified mining spare parts suppliers on KuangpeiYun.,/part-number/w5ga,Request Quote,/rfq/new?partNumber=W5GA,PUBLISHED_READY,2026-09-18
PN-001903,W5GF,w5gf,Sandvik / EIMCO,Underground LHD,ED10,Fastener,弹簧垫圈,,弹簧垫圈,EXPLICIT,VERIFIED,HIGH,"ED10 parts manual page 302, item 14",伊泰LS190-ED10配件手册.pdf,W5GF — 弹簧垫圈,W5GF 弹簧垫圈 | ED10 Spare Part,Verified part number W5GF: 弹簧垫圈 for ED10. Check equipment compatibility and submit an RFQ to qualified mining spare parts suppliers on KuangpeiYun.,/part-number/w5gf,Request Quote,/rfq/new?partNumber=W5GF,PUBLISHED_READY,2026-09-18
PN-000414,A2U130-491219,a2u130-491219,Sandvik / EIMCO,Underground LHD,ED10,Other,防护罩，启动钮,,防护罩，启动钮,EXPLICIT,VERIFIED,HIGH,"ED10 parts manual page 302, item 15",伊泰LS190-ED10配件手册.pdf,A2U130-491219 — 防护罩，启动钮,A2U130-491219 防护罩，启动钮 | ED10 Spare Part,Verified part number A2U130-491219: 防护罩，启动钮 for ED10. Check equipment compatibility and submit an RFQ to qualified mining spare parts suppliers on Kuangpei,/part-number/a2u130-491219,Request Quote,/rfq/new?partNumber=A2U130-491219,PUBLISHED_READY,2026-09-18
PN-000839,A2U900-775042,a2u900-775042,Sandvik / EIMCO,Underground LHD,ED10,Other,甲烷监控仪,,甲烷监控仪,EXPLICIT,VERIFIED,HIGH,"ED10 parts manual page 304, item 1",伊泰LS190-ED10配件手册.pdf,A2U900-775042 — 甲烷监控仪,A2U900-775042 甲烷监控仪 | ED10 Spare Part,Verified part number A2U900-775042: 甲烷监控仪 for ED10. Check equipment compatibility and submit an RFQ to qualified mining spare parts suppliers on KuangpeiYu,/part-number/a2u900-775042,Request Quote,/rfq/new?partNumber=A2U900-775042,PUBLISHED_READY,2026-09-18
PN-000684,A2U900-1711072,a2u900-1711072,Sandvik / EIMCO,Underground LHD,ED10,Electrical,标牌，甲烷电磁线圈M/M,,标牌，甲烷电磁线圈M/M,EXPLICIT,VERIFIED,HIGH,"ED10 parts manual page 304, item 2",伊泰LS190-ED10配件手册.pdf,A2U900-1711072 — 标牌，甲烷电磁线圈M/M,A2U900-1711072 标牌，甲烷电磁线圈M/M | ED10 Spare Part,Verified part number A2U900-1711072: 标牌，甲烷电磁线圈M/M for ED10. Check equipment compatibility and submit an RFQ to qualified mining spare parts suppliers on Ku,/part-number/a2u900-1711072,Request Quote,/rfq/new?partNumber=A2U900-1711072,PUBLISHED_READY,2026-09-18
PN-000685,A2U900-1711073,a2u900-1711073,Sandvik / EIMCO,Underground LHD,ED10,Other,甲烷监控仪警告标贴,,甲烷监控仪警告标贴,EXPLICIT,VERIFIED,HIGH,"ED10 parts manual page 304, item 3",伊泰LS190-ED10配件手册.pdf,A2U900-1711073 — 甲烷监控仪警告标贴,A2U900-1711073 甲烷监控仪警告标贴 | ED10 Spare Part,Verified part number A2U900-1711073: 甲烷监控仪警告标贴 for ED10. Check equipment compatibility and submit an RFQ to qualified mining spare parts suppliers on Kuang,/part-number/a2u900-1711073,Request Quote,/rfq/new?partNumber=A2U900-1711073,PUBLISHED_READY,2026-09-18
PN-000683,A2U900-1711071,a2u900-1711071,Sandvik / EIMCO,Underground LHD,ED10,Other,甲烷关闭系统标贴,,甲烷关闭系统标贴,EXPLICIT,VERIFIED,HIGH,"ED10 parts manual page 304, item 4",伊泰LS190-ED10配件手册.pdf,A2U900-1711071 — 甲烷关闭系统标贴,A2U900-1711071 甲烷关闭系统标贴 | ED10 Spare Part,Verified part number A2U900-1711071: 甲烷关闭系统标贴 for ED10. Check equipment compatibility and submit an RFQ to qualified mining spare parts suppliers on Kuangp,/part-number/a2u900-1711071,Request Quote,/rfq/new?partNumber=A2U900-1711071,PUBLISHED_READY,2026-09-18
PN-000828,A2U900-692010,a2u900-692010,Sandvik / EIMCO,Underground LHD,ED10,Filter,Filter Element 5Micron,Filter Element 5Micron,调节器过滤器，甲烷监控仪,EXPLICIT,VERIFIED,HIGH,"ED10 parts manual page 304, item 5; SANDVIK LS190-B2285 SPARE PARTS LIST_Mining India_24.03.2026.xlsx, Sheet1, row 473",SANDVIK LS190-B2285 SPARE PARTS LIST_Mining India_24.03.2026.xlsx | 伊泰LS190-ED10配件手册.pdf,A2U900-692010 — Filter Element 5Micron,A2U900-692010 Filter Element 5Micron | ED10 Spare Part,Verified part number A2U900-692010: Filter Element 5Micron for ED10. Check equipment compatibility and submit an RFQ to qualified mining spare parts suppli,/part-number/a2u900-692010,Request Quote,/rfq/new?partNumber=A2U900-692010,PUBLISHED_READY,2026-09-18
PN-000467,A2U220-1911110,a2u220-1911110,Sandvik / EIMCO,Underground LHD,ED10,Other,甲烷监控仪托座,,甲烷监控仪托座,EXPLICIT,VERIFIED,HIGH,"ED10 parts manual page 304, item 7",伊泰LS190-ED10配件手册.pdf,A2U220-1911110 — 甲烷监控仪托座,A2U220-1911110 甲烷监控仪托座 | ED10 Spare Part,Verified part number A2U220-1911110: 甲烷监控仪托座 for ED10. Check equipment compatibility and submit an RFQ to qualified mining spare parts suppliers on Kuangpe,/part-number/a2u220-1911110,Request Quote,/rfq/new?partNumber=A2U220-1911110,PUBLISHED_READY,2026-09-18
PN-000837,A2U900-735007,a2u900-735007,Sandvik / EIMCO,Underground LHD,ED10,Seal/Gasket,直角密封压盖接头,,直角密封压盖接头,EXPLICIT,VERIFIED,HIGH,"ED10 parts manual page 304, item 8",伊泰LS190-ED10配件手册.pdf,A2U900-735007 — 直角密封压盖接头,A2U900-735007 直角密封压盖接头 | ED10 Spare Part,Verified part number A2U900-735007: 直角密封压盖接头 for ED10. Check equipment compatibility and submit an RFQ to qualified mining spare parts suppliers on Kuangpe,/part-number/a2u900-735007,Request Quote,/rfq/new?partNumber=A2U900-735007,PUBLISHED_READY,2026-09-18
PN-000838,A2U900-735015,a2u900-735015,Sandvik / EIMCO,Underground LHD,ED10,Electrical,电缆密封压盖 GWPMEX1BSS,电缆密封压盖 GWPMEX1BSS,,EXPLICIT,VERIFIED,HIGH,"ED10 parts manual page 304, item 9",伊泰LS190-ED10配件手册.pdf,A2U900-735015 — 电缆密封压盖 GWPMEX1BSS,A2U900-735015 电缆密封压盖 GWPMEX1BSS | ED10 Spare Part,Verified part number A2U900-735015: 电缆密封压盖 GWPMEX1BSS for ED10. Check equipment compatibility and submit an RFQ to qualified mining spare parts suppliers o,/part-number/a2u900-735015,Request Quote,/rfq/new?partNumber=A2U900-735015,PUBLISHED_READY,2026-09-18
PN-000840,A2U900-793006,a2u900-793006,Sandvik / EIMCO,Underground LHD,ED10,Other,隔焰器,,隔焰器,EXPLICIT,VERIFIED,HIGH,"ED10 parts manual page 304, item 10",伊泰LS190-ED10配件手册.pdf,A2U900-793006 — 隔焰器,A2U900-793006 隔焰器 | ED10 Spare Part,Verified part number A2U900-793006: 隔焰器 for ED10. Check equipment compatibility and submit an RFQ to qualified mining spare parts suppliers on KuangpeiYun.,/part-number/a2u900-793006,Request Quote,/rfq/new?partNumber=A2U900-793006,PUBLISHED_READY,2026-09-18
PN-000836,A2U900-731033,a2u900-731033,Sandvik / EIMCO,Underground LHD,ED10,Electrical,电缆， 4 轴核机器,,电缆， 4 轴核机器 | 4芯电缆,EXPLICIT,VERIFIED,HIGH,"ED10 parts manual page 304, item 11; ED10 parts manual page 308, item 3",伊泰LS190-ED10配件手册.pdf,A2U900-731033 — 电缆， 4 轴核机器,A2U900-731033 电缆， 4 轴核机器 | ED10 Spare Part,Verified part number A2U900-731033: 电缆， 4 轴核机器 for ED10. Check equipment compatibility and submit an RFQ to qualified mining spare parts suppliers on Kuang,/part-number/a2u900-731033,Request Quote,/rfq/new?partNumber=A2U900-731033,PUBLISHED_READY,2026-09-18
PN-000912,AFP1008-40,afp1008-40,Sandvik / EIMCO,Underground LHD,ED10,Seal/Gasket,"密封压盖, GWPM 1A EX","密封压盖, GWPM 1A EX | CABLE ENTRY",密封压盖,EXPLICIT,VERIFIED,HIGH,"ED10 parts manual page 304, item 12; ED10 parts manual page 308, item 7; SANDVIK LS190-B2285 SPARE PARTS LIST_Mining India_24.03.2026.xlsx, Sheet1, row 271",SANDVIK LS190-B2285 SPARE PARTS LIST_Mining India_24.03.2026.xlsx | 伊泰LS190-ED10配件手册.pdf,"AFP1008-40 — 密封压盖, GWPM 1A EX","AFP1008-40 密封压盖, GWPM 1A EX | ED10 Spare Part","Verified part number AFP1008-40: 密封压盖, GWPM 1A EX for ED10. Check equipment compatibility and submit an RFQ to qualified mining spare parts suppliers on Ku",/part-number/afp1008-40,Request Quote,/rfq/new?partNumber=AFP1008-40,PUBLISHED_READY,2026-09-18
PN-000630,A2U220-491246,a2u220-491246,Sandvik / EIMCO,Underground LHD,ED10,Other,ED10甲烷监控仪托座,,ED10甲烷监控仪托座,EXPLICIT,VERIFIED,HIGH,"ED10 parts manual page 304, item 13",伊泰LS190-ED10配件手册.pdf,A2U220-491246 — ED10甲烷监控仪托座,A2U220-491246 ED10甲烷监控仪托座 | ED10 Spare Part,Verified part number A2U220-491246: ED10甲烷监控仪托座 for ED10. Check equipment compatibility and submit an RFQ to qualified mining spare parts suppliers on Kuan,/part-number/a2u220-491246,Request Quote,/rfq/new?partNumber=A2U220-491246,PUBLISHED_READY,2026-09-18
