pn_id,part_number,brand,equipment,model,model_evidence,verification,evidence_summary,relation_status
PN-000652,A2U220-591348,Sandvik / EIMCO,Underground LHD,ED10,EXPLICIT,VERIFIED,"ED10 parts manual page 232, item 3",ACTIVE
PN-000751,A2U900-392107,Sandvik / EIMCO,Underground LHD,ED10,EXPLICIT,VERIFIED,"ED10 parts manual page 232, item 5; ED10 parts manual page 262, item 14; ED10 parts manual page 271, item 5",ACTIVE
PN-000378,A2U130-193435,Sandvik / EIMCO,Underground LHD,ED10,EXPLICIT,VERIFIED,"ED10 parts manual page 232, item 8",ACTIVE
PN-000752,A2U900-392110,Sandvik / EIMCO,Underground LHD,ED10,EXPLICIT,VERIFIED,"ED10 parts manual page 232, item 9; ED10 parts manual page 262, item 13",ACTIVE
PN-000195,450063010,Sandvik / EIMCO,Underground LHD,ED10,EXPLICIT,VERIFIED,"ED10 parts manual page 232, item 10",ACTIVE
PN-000080,06575109,Sandvik / EIMCO,Underground LHD,ED10,EXPLICIT,VERIFIED,"ED10 parts manual page 232, item 11",ACTIVE
PN-000144,445402859,Sandvik / EIMCO,Underground LHD,ED10,EXPLICIT,VERIFIED,"ED10 parts manual page 232, item 12",ACTIVE
PN-000153,445403077,Sandvik / EIMCO,Underground LHD,ED10,EXPLICIT,VERIFIED,"ED10 parts manual page 232, item 13",ACTIVE
PN-000081,06575111,Sandvik / EIMCO,Underground LHD,ED10,EXPLICIT,VERIFIED,"ED10 parts manual page 232, item 14",ACTIVE
PN-000028,A2U130-596154,Sandvik / EIMCO,Underground LHD,ED10,EXPLICIT,VERIFIED,ED10 manual page 232 item 15 explicitly lists A2U130-596154 as 弯头，球铰接; other source descriptions 'ELBOW SWIVEL' / 'SWIVEL ELBOW' are equivalent terminology.,ACTIVE
PN-000643,A2U220-534057,Sandvik / EIMCO,Underground LHD,ED10,EXPLICIT,VERIFIED,"ED10 parts manual page 235, item 4",ACTIVE
PN-000644,A2U220-534058,Sandvik / EIMCO,Underground LHD,ED10,EXPLICIT,VERIFIED,"ED10 parts manual page 235, item 5",ACTIVE
PN-000645,A2U220-534059,Sandvik / EIMCO,Underground LHD,ED10,EXPLICIT,VERIFIED,"ED10 parts manual page 235, item 6",ACTIVE
PN-000646,A2U220-534060,Sandvik / EIMCO,Underground LHD,ED10,EXPLICIT,VERIFIED,"ED10 parts manual page 235, item 7",ACTIVE
PN-001678,D4700-24-55,Sandvik / EIMCO,Underground LHD,ED10,EXPLICIT,VERIFIED,"ED10 parts manual page 235, item 8",ACTIVE
PN-001679,D4700-32-45,Sandvik / EIMCO,Underground LHD,ED10,EXPLICIT,VERIFIED,"ED10 parts manual page 235, item 9",ACTIVE
PN-001680,D4700-32-60,Sandvik / EIMCO,Underground LHD,ED10,EXPLICIT,VERIFIED,"ED10 parts manual page 235, item 10",ACTIVE
PN-001812,DR532,Sandvik / EIMCO,Underground LHD,ED10,EXPLICIT,VERIFIED,"ED10 parts manual page 235, item 15; ED10 parts manual page 254, item 7; SANDVIK LS190-B2285 SPARE PARTS LIST_Mining India_24.03.2026.xlsx, Sheet1, row 78; SANDVIK LS190-B2285 SPARE PARTS LIST_Mining India_24.03.2026.xlsx, Sheet1, row 82; SANDVIK LS190-B2285 SPARE PARTS LIST_Mining India_24.03.2026.xlsx, Sheet1, row 166",ACTIVE
PN-001892,TTBS-52-55,Sandvik / EIMCO,Underground LHD,ED10,EXPLICIT,VERIFIED,"ED10 parts manual page 235, item 17",ACTIVE
PN-001893,TTBS-67-73,Sandvik / EIMCO,Underground LHD,ED10,EXPLICIT,VERIFIED,"ED10 parts manual page 235, item 18",ACTIVE
PN-000426,A2U130-591243,Sandvik / EIMCO,Underground LHD,ED10,EXPLICIT,VERIFIED,"ED10 parts manual page 237, item 1",ACTIVE
PN-000434,A2U130-594180,Sandvik / EIMCO,Underground LHD,ED10,EXPLICIT,VERIFIED,"ED10 parts manual page 237, item 2",ACTIVE
PN-001781,DA4-88,Sandvik / EIMCO,Underground LHD,ED10,EXPLICIT,VERIFIED,"ED10 parts manual page 237, item 4",ACTIVE
PN-001080,CB3-1208,Sandvik / EIMCO,Underground LHD,ED10,EXPLICIT,VERIFIED,"ED10 parts manual page 237, item 5",ACTIVE
PN-001577,D257-47,Sandvik / EIMCO,Underground LHD,ED10,EXPLICIT,VERIFIED,"ED10 parts manual page 237, item 6",ACTIVE
PN-001527,D15-812,Sandvik / EIMCO,Underground LHD,ED10,EXPLICIT,VERIFIED,"ED10 parts manual page 237, item 7",ACTIVE
PN-001551,D17-817,Sandvik / EIMCO,Underground LHD,ED10,EXPLICIT,VERIFIED,"ED10 parts manual page 237, item 9",ACTIVE
PN-001755,D66-128,Sandvik / EIMCO,Underground LHD,ED10,EXPLICIT,VERIFIED,"ED10 parts manual page 237, item 11",ACTIVE
PN-001718,D53-1217,Sandvik / EIMCO,Underground LHD,ED10,EXPLICIT,VERIFIED,"ED10 parts manual page 237, item 12",ACTIVE
PN-001676,D41-812,Sandvik / EIMCO,Underground LHD,ED10,EXPLICIT,VERIFIED,"ED10 parts manual page 237, item 13; ED10 parts manual page 251, item 33",ACTIVE
PN-001733,D54-1212,Sandvik / EIMCO,Underground LHD,ED10,EXPLICIT,VERIFIED,"ED10 parts manual page 237, item 14; ED10 parts manual page 251, item 39",ACTIVE
PN-001528,D15-817,Sandvik / EIMCO,Underground LHD,ED10,EXPLICIT,VERIFIED,"ED10 parts manual page 237, item 15; ED10 parts manual page 240, item 13",ACTIVE
PN-001817,E2HSM252,Sandvik / EIMCO,Underground LHD,ED10,EXPLICIT,VERIFIED,"ED10 parts manual page 237, item 16; SANDVIK LS190-B2285 SPARE PARTS LIST_Mining India_24.03.2026.xlsx, Sheet1, row 132; SANDVIK LS190-B2285 SPARE PARTS LIST_Mining India_24.03.2026.xlsx, Sheet1, row 247",ACTIVE
PN-001816,E2HSM251,Sandvik / EIMCO,Underground LHD,ED10,EXPLICIT,VERIFIED,"ED10 parts manual page 237, item 17; SANDVIK LS190-B2285 SPARE PARTS LIST_Mining India_24.03.2026.xlsx, Sheet1, row 131; SANDVIK LS190-B2285 SPARE PARTS LIST_Mining India_24.03.2026.xlsx, Sheet1, row 246",ACTIVE
PN-000810,A2U900-596145,Sandvik / EIMCO,Underground LHD,ED10,EXPLICIT,VERIFIED,"ED10 parts manual page 237, item 18; SANDVIK LS190-B2285 SPARE PARTS LIST_Mining India_24.03.2026.xlsx, Sheet1, row 127; SANDVIK LS190-B2285 SPARE PARTS LIST_Mining India_24.03.2026.xlsx, Sheet1, row 243",ACTIVE
PN-000811,A2U900-596146,Sandvik / EIMCO,Underground LHD,ED10,EXPLICIT,VERIFIED,"ED10 parts manual page 237, item 19; SANDVIK LS190-B2285 SPARE PARTS LIST_Mining India_24.03.2026.xlsx, Sheet1, row 128; Purchase Order-Shanxi.xlsx, Sheet1, row 26",ACTIVE
PN-000811,A2U900-596146,Sandvik / EIMCO,Underground LHD,LS190,EXPLICIT,VERIFIED,"ED10 parts manual page 237, item 19; SANDVIK LS190-B2285 SPARE PARTS LIST_Mining India_24.03.2026.xlsx, Sheet1, row 128; Purchase Order-Shanxi.xlsx, Sheet1, row 26",ACTIVE
PN-000814,A2U900-596153,Sandvik / EIMCO,Underground LHD,ED10,EXPLICIT,VERIFIED,"ED10 parts manual page 237, item 20; ED10 parts manual page 247, item 4",ACTIVE
PN-001666,D38-88,Sandvik / EIMCO,Underground LHD,ED10,EXPLICIT,VERIFIED,"ED10 parts manual page 237, item 21",ACTIVE
PN-001524,D15-47,Sandvik / EIMCO,Underground LHD,ED10,EXPLICIT,VERIFIED,"ED10 parts manual page 237, item 23",ACTIVE
PN-001779,DA4-44,Sandvik / EIMCO,Underground LHD,ED10,EXPLICIT,VERIFIED,"ED10 parts manual page 237, item 24",ACTIVE
PN-001582,D29-4-210-7A,Sandvik / EIMCO,Underground LHD,ED10,EXPLICIT,VERIFIED,"ED10 parts manual page 237, item 25",ACTIVE
PN-001583,D29-4-370-7,Sandvik / EIMCO,Underground LHD,ED10,EXPLICIT,VERIFIED,"ED10 parts manual page 237, item 26",ACTIVE
PN-001584,D29-8-112-12A,Sandvik / EIMCO,Underground LHD,ED10,EXPLICIT,VERIFIED,"ED10 parts manual page 237, item 27",ACTIVE
PN-001581,D29-12-240-17A,Sandvik / EIMCO,Underground LHD,ED10,EXPLICIT,VERIFIED,"ED10 parts manual page 237, item 28",ACTIVE
PN-001612,D2900-4-130-7,Sandvik / EIMCO,Underground LHD,ED10,EXPLICIT,VERIFIED,"ED10 parts manual page 237, item 29",ACTIVE
PN-001614,D2900-4-160-7,Sandvik / EIMCO,Underground LHD,ED10,EXPLICIT,VERIFIED,"ED10 parts manual page 237, item 30",ACTIVE
PN-001611,D2900-4-120-9,Sandvik / EIMCO,Underground LHD,ED10,EXPLICIT,VERIFIED,"ED10 parts manual page 237, item 31",ACTIVE
PN-000357,A2U130-171438,Sandvik / EIMCO,Underground LHD,ED10,EXPLICIT,VERIFIED,"ED10 parts manual page 237, item 32; ED10 parts manual page 237, item 33",ACTIVE
PN-001691,D50/77,Sandvik / EIMCO,Underground LHD,ED10,EXPLICIT,VERIFIED,"ED10 parts manual page 237, item 34",ACTIVE
PN-001601,D2900-120-17,Sandvik / EIMCO,Underground LHD,ED10,EXPLICIT,VERIFIED,"ED10 parts manual page 240, item 1",ACTIVE
PN-001806,DN258-276-21A,Sandvik / EIMCO,Underground LHD,ED10,EXPLICIT,VERIFIED,"ED10 parts manual page 240, item 2",ACTIVE
PN-001592,D2900-12-220-17,Sandvik / EIMCO,Underground LHD,ED10,EXPLICIT,VERIFIED,"ED10 parts manual page 240, item 4",ACTIVE
PN-001610,D2900-4-113-9,Sandvik / EIMCO,Underground LHD,ED10,EXPLICIT,VERIFIED,"ED10 parts manual page 240, item 5",ACTIVE
PN-000648,A2U220-590092,Sandvik / EIMCO,Underground LHD,ED10,EXPLICIT,VERIFIED,"ED10 parts manual page 240, item 6",ACTIVE
PN-001624,D2900-6-100-9,Sandvik / EIMCO,Underground LHD,ED10,EXPLICIT,VERIFIED,"ED10 parts manual page 240, item 7; ED10 parts manual page 257, item 29; ED10 parts manual page 257, item 38",ACTIVE
PN-000662,A2U220-594392,Sandvik / EIMCO,Underground LHD,ED10,EXPLICIT,VERIFIED,"ED10 parts manual page 240, item 8",ACTIVE
PN-001575,D257-0409,Sandvik / EIMCO,Underground LHD,ED10,EXPLICIT,VERIFIED,"ED10 parts manual page 240, item 10",ACTIVE
PN-001571,D25-0409,Sandvik / EIMCO,Underground LHD,ED10,EXPLICIT,VERIFIED,"ED10 parts manual page 240, item 11",ACTIVE
PN-000654,A2U220-591357,Sandvik / EIMCO,Underground LHD,ED10,EXPLICIT,VERIFIED,"ED10 parts manual page 240, item 14",ACTIVE
PN-000655,A2U220-591358,Sandvik / EIMCO,Underground LHD,ED10,EXPLICIT,VERIFIED,"ED10 parts manual page 240, item 15",ACTIVE
PN-000302,495502845,Sandvik / EIMCO,Underground LHD,ED10,EXPLICIT,VERIFIED,"ED10 parts manual page 240, item 16",ACTIVE
PN-001783,DA8-2999,Sandvik / EIMCO,Underground LHD,ED10,EXPLICIT,VERIFIED,"ED10 parts manual page 240, item 20",ACTIVE
PN-001622,D2900-4-50-9,Sandvik / EIMCO,Underground LHD,ED10,EXPLICIT,VERIFIED,"ED10 parts manual page 240, item 21",ACTIVE
PN-000101,14 14,Sandvik / EIMCO,Underground LHD,ED10,EXPLICIT,VERIFIED,"ED10 parts manual page 242, item 3",ACTIVE
PN-000660,A2U220-594388,Sandvik / EIMCO,Underground LHD,ED10,EXPLICIT,VERIFIED,"ED10 parts manual page 243, item 1",ACTIVE
PN-001704,D52-1717,Sandvik / EIMCO,Underground LHD,ED10,EXPLICIT,VERIFIED,"ED10 parts manual page 243, item 2",ACTIVE
PN-001514,D15 67,Sandvik / EIMCO,Underground LHD,ED10,EXPLICIT,VERIFIED,"ED10 parts manual page 243, item 3",ACTIVE
PN-001753,D62-7,Sandvik / EIMCO,Underground LHD,ED10,EXPLICIT,VERIFIED,"ED10 parts manual page 243, item 5",ACTIVE
PN-001693,D51-1212,Sandvik / EIMCO,Underground LHD,ED10,EXPLICIT,VERIFIED,"ED10 parts manual page 243, item 9",ACTIVE
PN-001751,D62-14,Sandvik / EIMCO,Underground LHD,ED10,EXPLICIT,VERIFIED,"ED10 parts manual page 243, item 11",ACTIVE
PN-001703,D52-1412,Sandvik / EIMCO,Underground LHD,ED10,EXPLICIT,VERIFIED,"ED10 parts manual page 243, item 12; ED10 parts manual page 243, item 16",ACTIVE
PN-001705,D52-21-26,Sandvik / EIMCO,Underground LHD,ED10,EXPLICIT,VERIFIED,"ED10 parts manual page 243, item 13",ACTIVE
PN-001715,D53-0909,Sandvik / EIMCO,Underground LHD,ED10,EXPLICIT,VERIFIED,"ED10 parts manual page 243, item 15; ED10 parts manual page 285, item 7",ACTIVE
PN-001722,D53-1721,Sandvik / EIMCO,Underground LHD,ED10,EXPLICIT,VERIFIED,"ED10 parts manual page 243, item 17; ED10 parts manual page 251, item 13",ACTIVE
PN-001801,DE52-1717,Sandvik / EIMCO,Underground LHD,ED10,EXPLICIT,VERIFIED,"ED10 parts manual page 243, item 19",ACTIVE
PN-001719,D53-1414,Sandvik / EIMCO,Underground LHD,ED10,EXPLICIT,VERIFIED,"ED10 parts manual page 243, item 21",ACTIVE
PN-001803,DE53-1717,Sandvik / EIMCO,Underground LHD,ED10,EXPLICIT,VERIFIED,"ED10 parts manual page 243, item 22",ACTIVE
PN-001786,DA81-171717,Sandvik / EIMCO,Underground LHD,ED10,EXPLICIT,VERIFIED,"ED10 parts manual page 243, item 23",ACTIVE
PN-001732,D54-0707,Sandvik / EIMCO,Underground LHD,ED10,EXPLICIT,VERIFIED,"ED10 parts manual page 243, item 24",ACTIVE
PN-001714,D53-0707,Sandvik / EIMCO,Underground LHD,ED10,EXPLICIT,VERIFIED,"ED10 parts manual page 243, item 25; ED10 parts manual page 285, item 6",ACTIVE
PN-001692,D51-0707,Sandvik / EIMCO,Underground LHD,ED10,EXPLICIT,VERIFIED,"ED10 parts manual page 243, item 26",ACTIVE
PN-001503,CMX100-C-FX,Sandvik / EIMCO,Underground LHD,ED10,EXPLICIT,VERIFIED,"ED10 parts manual page 245, item 1",ACTIVE
PN-000649,A2U220-591340,Sandvik / EIMCO,Underground LHD,ED10,EXPLICIT,VERIFIED,"ED10 parts manual page 245, item 3",ACTIVE
PN-000665,A2U220-594427,Sandvik / EIMCO,Underground LHD,ED10,EXPLICIT,VERIFIED,"ED10 parts manual page 245, item 4",ACTIVE
PN-000666,A2U220-594441,Sandvik / EIMCO,Underground LHD,ED10,EXPLICIT,VERIFIED,"ED10 parts manual page 245, item 5",ACTIVE
PN-000667,A2U220-594442,Sandvik / EIMCO,Underground LHD,ED10,EXPLICIT,VERIFIED,"ED10 parts manual page 245, item 6",ACTIVE
PN-000677,A2U2220-594443,Sandvik / EIMCO,Underground LHD,ED10,EXPLICIT,VERIFIED,"ED10 parts manual page 245, item 7",ACTIVE
PN-000678,A2U2220-594444,Sandvik / EIMCO,Underground LHD,ED10,EXPLICIT,VERIFIED,"ED10 parts manual page 245, item 8",ACTIVE
PN-000353,A2130-591303,Sandvik / EIMCO,Underground LHD,ED10,EXPLICIT,VERIFIED,"ED10 parts manual page 247, item 1",ACTIVE
PN-001597,D2900-12-490-17,Sandvik / EIMCO,Underground LHD,ED10,EXPLICIT,VERIFIED,"ED10 parts manual page 247, item 3",ACTIVE
PN-001541,D17-1221,Sandvik / EIMCO,Underground LHD,ED10,EXPLICIT,VERIFIED,"ED10 parts manual page 247, item 5",ACTIVE
PN-001606,D2900-16-440-21,Sandvik / EIMCO,Underground LHD,ED10,EXPLICIT,VERIFIED,"ED10 parts manual page 247, item 6",ACTIVE
PN-001707,D52-2621,Sandvik / EIMCO,Underground LHD,ED10,EXPLICIT,VERIFIED,"ED10 parts manual page 247, item 8",ACTIVE
PN-000112,229917,Sandvik / EIMCO,Underground LHD,ED10,EXPLICIT,VERIFIED,"ED10 parts manual page 251, item 1",ACTIVE
PN-000115,244676,Sandvik / EIMCO,Underground LHD,ED10,EXPLICIT,VERIFIED,"ED10 parts manual page 251, item 2",ACTIVE
PN-001735,D54-2121,Sandvik / EIMCO,Underground LHD,ED10,EXPLICIT,VERIFIED,"ED10 parts manual page 251, item 4",ACTIVE
PN-001660,D37-1616,Sandvik / EIMCO,Underground LHD,ED10,EXPLICIT,VERIFIED,"ED10 parts manual page 251, item 5",ACTIVE
PN-001780,DA4-66,Sandvik / EIMCO,Underground LHD,ED10,EXPLICIT,VERIFIED,"ED10 parts manual page 251, item 6",ACTIVE
PN-001761,D71-666,Sandvik / EIMCO,Underground LHD,ED10,EXPLICIT,VERIFIED,"ED10 parts manual page 251, item 7",ACTIVE
PN-001526,D15-612,Sandvik / EIMCO,Underground LHD,ED10,EXPLICIT,VERIFIED,"ED10 parts manual page 251, item 8",ACTIVE
PN-001802,DE53-1214,Sandvik / EIMCO,Underground LHD,ED10,EXPLICIT,VERIFIED,"ED10 parts manual page 251, item 9",ACTIVE
PN-001804,DE53-2121,Sandvik / EIMCO,Underground LHD,ED10,EXPLICIT,VERIFIED,"ED10 parts manual page 251, item 10",ACTIVE
PN-001521,D15-1617,Sandvik / EIMCO,Underground LHD,ED10,EXPLICIT,VERIFIED,"ED10 parts manual page 251, item 11",ACTIVE
PN-001765,D800-12-160-17,Sandvik / EIMCO,Underground LHD,ED10,EXPLICIT,VERIFIED,"ED10 parts manual page 251, item 15",ACTIVE
PN-001605,D2900-16-250-21,Sandvik / EIMCO,Underground LHD,ED10,EXPLICIT,VERIFIED,"ED10 parts manual page 251, item 19; ED10 parts manual page 251, item 20",ACTIVE
PN-000617,A2U220-391163,Sandvik / EIMCO,Underground LHD,ED10,EXPLICIT,VERIFIED,"ED10 parts manual page 251, item 21",ACTIVE
PN-001639,D2900-8-250-12,Sandvik / EIMCO,Underground LHD,ED10,EXPLICIT,VERIFIED,"ED10 parts manual page 251, item 22",ACTIVE
PN-001621,D2900-4-40-7,Sandvik / EIMCO,Underground LHD,ED10,EXPLICIT,VERIFIED,"ED10 parts manual page 251, item 23",ACTIVE
PN-001595,D2900-12-250-17,Sandvik / EIMCO,Underground LHD,ED10,EXPLICIT,VERIFIED,"ED10 parts manual page 251, item 25",ACTIVE
PN-001618,D2900-4-210-7,Sandvik / EIMCO,Underground LHD,ED10,EXPLICIT,VERIFIED,"ED10 parts manual page 251, item 26",ACTIVE
PN-001669,D39-12-220-17,Sandvik / EIMCO,Underground LHD,ED10,EXPLICIT,VERIFIED,"ED10 parts manual page 251, item 28",ACTIVE
PN-001745,D600-8-160-12,Sandvik / EIMCO,Underground LHD,ED10,EXPLICIT,VERIFIED,"ED10 parts manual page 251, item 29",ACTIVE
PN-001549,D17-812,Sandvik / EIMCO,Underground LHD,ED10,EXPLICIT,VERIFIED,"ED10 parts manual page 251, item 32; ED10 parts manual page 296, item 2",ACTIVE
PN-001726,D53-99,Sandvik / EIMCO,Underground LHD,ED10,EXPLICIT,VERIFIED,"ED10 parts manual page 251, item 36",ACTIVE
PN-001736,D54-99,Sandvik / EIMCO,Underground LHD,ED10,EXPLICIT,VERIFIED,"ED10 parts manual page 251, item 38",ACTIVE
PN-001609,D2900-4-100-9,Sandvik / EIMCO,Underground LHD,ED10,EXPLICIT,VERIFIED,"ED10 parts manual page 251, item 40",ACTIVE
PN-001634,D2900-6-68-12,Sandvik / EIMCO,Underground LHD,ED10,EXPLICIT,VERIFIED,"ED10 parts manual page 251, item 41",ACTIVE
PN-001623,D2900-6-100-12,Sandvik / EIMCO,Underground LHD,ED10,EXPLICIT,VERIFIED,"ED10 parts manual page 251, item 42",ACTIVE
PN-001663,D37-88,Sandvik / EIMCO,Underground LHD,ED10,EXPLICIT,VERIFIED,"ED10 parts manual page 251, item 43",ACTIVE
PN-001573,D25-812,Sandvik / EIMCO,Underground LHD,ED10,EXPLICIT,VERIFIED,"ED10 parts manual page 251, item 44",ACTIVE
PN-000815,A2U900-596167,Sandvik / EIMCO,Underground LHD,ED10,EXPLICIT,VERIFIED,"ED10 parts manual page 252, item 45",ACTIVE
PN-000177,445502933,Sandvik / EIMCO,Underground LHD,ED10,EXPLICIT,VERIFIED,"ED10 parts manual page 252, item 46",ACTIVE
PN-001694,D51-1621,Sandvik / EIMCO,Underground LHD,ED10,EXPLICIT,VERIFIED,"ED10 parts manual page 252, item 47",ACTIVE
PN-000593,A2U220-318002,Sandvik / EIMCO,Underground LHD,ED10,EXPLICIT,VERIFIED,"ED10 parts manual page 252, item 48",ACTIVE
PN-001602,D2900-16-110-21,Sandvik / EIMCO,Underground LHD,ED10,EXPLICIT,VERIFIED,"ED10 parts manual page 252, item 51",ACTIVE
PN-001590,D2900-12-130-17,Sandvik / EIMCO,Underground LHD,ED10,EXPLICIT,VERIFIED,"ED10 parts manual page 252, item 55",ACTIVE
PN-000642,A2U220-534056,Sandvik / EIMCO,Underground LHD,ED10,EXPLICIT,VERIFIED,"ED10 parts manual page 254, item 4",ACTIVE
PN-000880,A2U913-593005,Sandvik / EIMCO,Underground LHD,ED10,EXPLICIT,VERIFIED,"ED10 parts manual page 257, item 1",ACTIVE
PN-000883,A2U913-596127,Sandvik / EIMCO,Underground LHD,ED10,EXPLICIT,VERIFIED,"ED10 parts manual page 257, item 2",ACTIVE
PN-001795,DB17/0409,Sandvik / EIMCO,Underground LHD,ED10,EXPLICIT,VERIFIED,"ED10 parts manual page 257, item 3",ACTIVE
PN-001689,D50/0909,Sandvik / EIMCO,Underground LHD,ED10,EXPLICIT,VERIFIED,"ED10 parts manual page 257, item 5",ACTIVE
PN-001697,D51/0909,Sandvik / EIMCO,Underground LHD,ED10,EXPLICIT,VERIFIED,"ED10 parts manual page 257, item 6",ACTIVE
PN-001730,D53/121212,Sandvik / EIMCO,Underground LHD,ED10,EXPLICIT,VERIFIED,"ED10 parts manual page 257, item 7",ACTIVE
PN-001793,DA82/090909,Sandvik / EIMCO,Underground LHD,ED10,EXPLICIT,VERIFIED,"ED10 parts manual page 257, item 8",ACTIVE
PN-001608,D2900-4-100-7,Sandvik / EIMCO,Underground LHD,ED10,EXPLICIT,VERIFIED,"ED10 parts manual page 257, item 9",ACTIVE
PN-001636,D2900-6-80-9,Sandvik / EIMCO,Underground LHD,ED10,EXPLICIT,VERIFIED,"ED10 parts manual page 257, item 10",ACTIVE
PN-001625,D2900-6-140-9,Sandvik / EIMCO,Underground LHD,ED10,EXPLICIT,VERIFIED,"ED10 parts manual page 257, item 11",ACTIVE
PN-001628,D2900-6-160-9,Sandvik / EIMCO,Underground LHD,ED10,EXPLICIT,VERIFIED,"ED10 parts manual page 257, item 12",ACTIVE
PN-000668,A2U220-594445,Sandvik / EIMCO,Underground LHD,ED10,EXPLICIT,VERIFIED,"ED10 parts manual page 257, item 13",ACTIVE
PN-000427,A2U130-591293,Sandvik / EIMCO,Underground LHD,ED10,EXPLICIT,VERIFIED,"ED10 parts manual page 257, item 17",ACTIVE
PN-000435,A2U130-594273,Sandvik / EIMCO,Underground LHD,ED10,EXPLICIT,VERIFIED,"ED10 parts manual page 257, item 18",ACTIVE
PN-000903,A2U936-596103,Sandvik / EIMCO,Underground LHD,ED10,EXPLICIT,VERIFIED,"ED10 parts manual page 257, item 19",ACTIVE
PN-000902,A2U936-596102,Sandvik / EIMCO,Underground LHD,ED10,EXPLICIT,VERIFIED,"ED10 parts manual page 257, item 20",ACTIVE
PN-001805,DE53/0909,Sandvik / EIMCO,Underground LHD,ED10,EXPLICIT,VERIFIED,"ED10 parts manual page 257, item 21",ACTIVE
PN-001728,D53/0909,Sandvik / EIMCO,Underground LHD,ED10,EXPLICIT,VERIFIED,"ED10 parts manual page 257, item 22",ACTIVE
PN-001800,DE17/0407,Sandvik / EIMCO,Underground LHD,ED10,EXPLICIT,VERIFIED,"ED10 parts manual page 257, item 23",ACTIVE
PN-001712,D52/1209,Sandvik / EIMCO,Underground LHD,ED10,EXPLICIT,VERIFIED,"ED10 parts manual page 257, item 24",ACTIVE
PN-001530,D15/0609,Sandvik / EIMCO,Underground LHD,ED10,EXPLICIT,VERIFIED,"ED10 parts manual page 257, item 25",ACTIVE
PN-001552,D17/0407,Sandvik / EIMCO,Underground LHD,ED10,EXPLICIT,VERIFIED,"ED10 parts manual page 257, item 26",ACTIVE
PN-001782,DA4/0606,Sandvik / EIMCO,Underground LHD,ED10,EXPLICIT,VERIFIED,"ED10 parts manual page 257, item 27",ACTIVE
PN-001613,D2900-4-150-7,Sandvik / EIMCO,Underground LHD,ED10,EXPLICIT,VERIFIED,"ED10 parts manual page 257, item 28",ACTIVE
PN-001630,D2900-6-290-9,Sandvik / EIMCO,Underground LHD,ED10,EXPLICIT,VERIFIED,"ED10 parts manual page 257, item 30",ACTIVE
PN-001754,D62/09,Sandvik / EIMCO,Underground LHD,ED10,EXPLICIT,VERIFIED,"ED10 parts manual page 257, item 31",ACTIVE
PN-001529,D15/0607,Sandvik / EIMCO,Underground LHD,ED10,EXPLICIT,VERIFIED,"ED10 parts manual page 257, item 32",ACTIVE
PN-001762,D71/060606,Sandvik / EIMCO,Underground LHD,ED10,EXPLICIT,VERIFIED,"ED10 parts manual page 257, item 33",ACTIVE
PN-001553,D17/0609,Sandvik / EIMCO,Underground LHD,ED10,EXPLICIT,VERIFIED,"ED10 parts manual page 257, item 34",ACTIVE
PN-001711,D52/0809,Sandvik / EIMCO,Underground LHD,ED10,EXPLICIT,VERIFIED,"ED10 parts manual page 257, item 35",ACTIVE
PN-000428,A2U130-591300,Sandvik / EIMCO,Underground LHD,ED10,EXPLICIT,VERIFIED,"ED10 parts manual page 257, item 36",ACTIVE
PN-001633,D2900-6-65-9A,Sandvik / EIMCO,Underground LHD,ED10,EXPLICIT,VERIFIED,"ED10 parts manual page 257, item 37",ACTIVE
PN-001635,D2900-6-70-9A,Sandvik / EIMCO,Underground LHD,ED10,EXPLICIT,VERIFIED,"ED10 parts manual page 257, item 39",ACTIVE
PN-001629,D2900-6-180-9,Sandvik / EIMCO,Underground LHD,ED10,EXPLICIT,VERIFIED,"ED10 parts manual page 257, item 40",ACTIVE
PN-001677,D41/0409,Sandvik / EIMCO,Underground LHD,ED10,EXPLICIT,VERIFIED,"ED10 parts manual page 257, item 41",ACTIVE
PN-001796,DB47/0409,Sandvik / EIMCO,Underground LHD,ED10,EXPLICIT,VERIFIED,"ED10 parts manual page 257, item 42",ACTIVE
PN-001637,D2900-6-90-9,Sandvik / EIMCO,Underground LHD,ED10,EXPLICIT,VERIFIED,"ED10 parts manual page 257, item 43",ACTIVE
PN-000800,A2U900-594551,Sandvik / EIMCO,Underground LHD,ED10,EXPLICIT,VERIFIED,"ED10 parts manual page 257, item 44; ED10 parts manual page 281, item 3; ED10 parts manual page 287, item 7; SANDVIK LS 190-312 PARTS20260228.xlsx, Sheet1, row 139",ACTIVE
PN-000806,A2U900-594591,Sandvik / EIMCO,Underground LHD,ED10,EXPLICIT,VERIFIED,"ED10 parts manual page 258, item 45; ED10 parts manual page 281, item 1",ACTIVE
PN-001831,J/W. 62-300,Sandvik / EIMCO,Underground LHD,ED10,EXPLICIT,VERIFIED,"ED10 parts manual page 260, item 2",ACTIVE
PN-000419,A2U130-552024,Sandvik / EIMCO,Underground LHD,ED10,EXPLICIT,VERIFIED,"ED10 parts manual page 262, item 1",ACTIVE
PN-000380,A2U130-193437,Sandvik / EIMCO,Underground LHD,ED10,EXPLICIT,VERIFIED,"ED10 parts manual page 262, item 2",ACTIVE
PN-000473,A2U220-193446,Sandvik / EIMCO,Underground LHD,ED10,EXPLICIT,VERIFIED,"ED10 parts manual page 262, item 3",ACTIVE
